organization,district,timestamp,pm25_value,pm25_citywide,latitude,longitude,flag_ถนน,flag_ทางเท้า,flag_แสงสว่าง,flag_ความสะอาด,flag_ขยะ,flag_น้ำท่วม,flag_ระบายน้ำ,flag_จราจร,flag_สายไฟ,flag_ต้นไม้,flag_ความปลอดภัย,flag_สัตว์,flag_เสียง,flag_กลิ่น,flag_สะพาน,flag_คลอง,report_hour
"เขตบางกะปิ,สำนักการระบายน้ำ กทม.,ฝ่ายพัฒนาชุมชนฯ เขตบางกะปิ,กองระบบคลอง สำนักการระบายน้ำ,สำนักงานระบบควบคุมน้ำ สำนักการระบายน้ำ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-07-25T09:49:24.689Z,12.0,12.827586206896552,100.64193,13.77998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-07-25T09:50:01.616Z,24.0,12.827586206896552,100.45959,13.64614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-07-25T09:55:11.941Z,24.0,12.827586206896552,100.4496,13.66729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตพญาไท,ฝ่ายโยธา เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-07-25T09:59:38.540Z,10.5,12.827586206896552,100.53249,13.77855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตบางนา,ฝ่ายโยธา เขตบางนา,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",บางนา,2022-07-25T10:00:35.148Z,11.5,12.827586206896552,100.6108,13.67874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตห้วยขวาง,สำนักการระบายน้ำ กทม.,ฝ่ายสิ่งแวดล้อมฯ เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-07-25T10:05:19.922Z,9.0,12.827586206896552,100.57398,13.75423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
เขตวังทองหลาง,วังทองหลาง,2022-07-25T10:05:35.674Z,13.5,12.827586206896552,100.5999,13.7912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตยานนาวา,การทางพิเศษแห่งประเทศไทย",ยานนาวา,2022-07-25T10:06:40.411Z,20.0,12.827586206896552,100.5473,13.70686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
"เขตดินแดง,สำนักงานเลขานุการปลัดกรุงเทพมหานคร (สลป.),กลุ่มงานอาคารสถานที่ สลป.,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-07-25T10:07:40.847Z,18.5,12.827586206896552,100.55508,13.77019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตยานนาวา,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,ส่วนออกแบบระบบการจราจร สวจ.สจส. กทม.,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-07-25T10:07:51.338Z,20.0,12.827586206896552,100.52922,13.6792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตยานนาวา,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,กลุ่มงานเครื่องหมายจราจร 2 สวจ.สจส. กทม.,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-07-25T10:09:14.027Z,20.0,12.827586206896552,100.53055,13.67732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-07-25T10:14:25.086Z,18.5,12.827586206896552,100.57056,13.77749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตปทุมวัน,สน.ปทุมวัน,ฝ่ายรักษาความสะอาดฯ เขตปทุมวัน,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 6 (บก.น.6),ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-07-25T10:24:20.153Z,19.0,12.827586206896552,100.53491,13.74698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-07-25T10:27:18.743Z,10.0,12.827586206896552,100.55485,13.87224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตปทุมวัน,สน.ลุมพินี,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 5 (บก.น.5),ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-07-25T10:36:16.686Z,19.0,12.827586206896552,100.54223,13.74701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
เขตบางนา,บางนา,2022-07-25T10:41:41.984Z,11.5,12.827586206896552,100.60367,13.66598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
"เขตห้วยขวาง,ฝ่ายเทศกิจ เขตห้วยขวาง,ฝ่ายโยธา เขตห้วยขวาง,ฝ่ายสิ่งแวดล้อมฯ เขตห้วยขวาง",ห้วยขวาง,2022-07-25T10:46:53.537Z,9.0,12.827586206896552,100.58009,13.77767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"กองโครงการสายอากาศเป็นสายใต้ดิน2 ฝ่ายบริหารโครงการ การไฟฟ้านครหลวง (กคต.2 ฝบค. กฟน.),โครงการรัชดาภิเษก-พระราม9,โครงการตามแนวรถไฟฟ้าสายสีเหลือง,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,เขตดินแดง,การไฟฟ้านครหลวง MEA,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตสามเสน",ดินแดง,2022-07-25T10:50:49.288Z,18.5,12.827586206896552,100.57395,13.78286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-07-25T10:53:38.666Z,10.0,12.827586206896552,100.55958,13.85799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตหลักสี่,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,กรมทางหลวง,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,ส่วนออกแบบระบบการจราจร สวจ.สจส. กทม.,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-07-25T11:01:28.358Z,10.0,12.827586206896552,100.55583,13.89447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตห้วยขวาง,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,สน.สุทธิสาร,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 2 (บก.น.2),ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-07-25T11:04:50.057Z,9.0,12.827586206896552,100.58245,13.78311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตวังทองหลาง,ฝ่ายรักษาความสะอาดฯ เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-07-25T11:18:40.774Z,13.5,12.827586206896552,100.59409,13.76991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตพญาไท,ฝ่ายเทศกิจ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-07-25T11:22:50.611Z,10.5,12.827586206896552,100.54143,13.77104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตวังทองหลาง,ฝ่ายสิ่งแวดล้อมฯ เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-07-25T11:27:20.083Z,13.5,12.827586206896552,100.6218,13.77572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,การไฟฟ้านครหลวง เขตสามเสน,การไฟฟ้านครหลวง MEA,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-07-25T11:35:24.204Z,18.5,12.827586206896552,100.54521,13.76256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตห้วยขวาง,สน.สุทธิสาร,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กลุ่มงานเครื่องหมายจราจร 1 สวจ.สจส. กทม.,กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 2 (บก.น.2),ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-07-25T11:39:43.534Z,9.0,12.827586206896552,100.58067,13.80027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"เขตห้วยขวาง,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สน.มักกะสัน,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,กลุ่มงานวางแผนและออกแบบ 1 สวจ.สจส. กทม.,ส่วนออกแบบระบบการจราจร สวจ.สจส. กทม.,กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 1 (บก.น.1),กองบังคับการตำรวจจราจร (บก.จร.),กองกำกับการ 1 (สายตรวจ) กองบังคับการตำรวจจราจร (กก.1 บก.จร.),กองกำกับการ 5 (ตรวจพิสูจน์,สถิติวิจัย) กองบังคับการตำรวจจราจร (กก.5 บก.จร.),งานสายตรวจ 1 กองกำกับการ 1 กองบังคับการตำรวจจราจร (งานสายตรวจ 1 กก.1 บก.จร.),งานตรวจพิสูจน์มลภาวะ กก.5 บก.จร.,งานตรวจพิสูจน์ผู้ขับขี่ กก.5 บก.จร.,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-07-25T11:40:32.080Z,9.0,12.827586206896552,100.56376,13.75004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
