organization,district,timestamp,pm25_value,pm25_citywide,latitude,longitude,flag_ถนน,flag_ทางเท้า,flag_แสงสว่าง,flag_ความสะอาด,flag_ขยะ,flag_น้ำท่วม,flag_ระบายน้ำ,flag_จราจร,flag_สายไฟ,flag_ต้นไม้,flag_ความปลอดภัย,flag_สัตว์,flag_เสียง,flag_กลิ่น,flag_สะพาน,flag_คลอง,report_hour
"เขตพญาไท,ฝ่ายเทศกิจ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-08-20T04:13:20.716Z,11.5,12.505747126436782,100.54933,13.79321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตบางนา,กรมทางหลวง,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),การไฟฟ้านครหลวง เขตบางนา,การไฟฟ้านครหลวง MEA",บางนา,2022-08-20T04:17:55.841Z,11.5,12.505747126436782,100.64319,13.65958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-08-20T04:25:13.532Z,22.0,12.505747126436782,100.39651,13.6215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตบางกะปิ,ฝ่ายโยธา เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T04:28:11.407Z,13.0,12.505747126436782,100.64796,13.76739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"กลถ่มงานปลูกและบำรุงรักษาต้นไม้ ฝ่ายรักษาความสะอาดและสวนสาธทรณะ สำนักงานเขตสาทร,เขตยานนาวา,ฝ่ายเทศกิจ เขตยานนาวา,ฝ่ายเทศกิจ เขตสาทร,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-08-20T04:28:24.567Z,20.0,12.505747126436782,100.54941,13.71564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตธนบุรี,สน.สำเหร่,ฝ่ายเทศกิจ เขตธนบุรี,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 8 (บก.น.8),ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ธนบุรี,2022-08-20T04:29:31.622Z,15.5,12.505747126436782,100.48954,13.71477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตวังทองหลาง,ฝ่ายโยธา เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-08-20T04:40:37.596Z,13.0,12.505747126436782,100.61891,13.78572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"เขตห้วยขวาง,ฝ่ายโยธา เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-08-20T05:13:19.984Z,10.0,12.505747126436782,100.57765,13.78713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-08-20T05:19:39.311Z,14.0,12.505747126436782,100.55794,13.86736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
"เขตบางนา,สำนักอนามัย กทม.,สำนักงานสัตวแพทย์สาธารณสุข สำนักอนามัย กทม.",บางนา,2022-08-20T05:23:01.580Z,11.5,12.505747126436782,100.59229,13.68023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5
"เขตพญาไท,ฝ่ายเทศกิจ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-08-20T05:26:48.669Z,11.5,12.505747126436782,100.5496,13.79392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
"เขตพญาไท,ฝ่ายเทศกิจ เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-08-20T05:28:09.384Z,11.5,12.505747126436782,100.55013,13.79517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-08-20T05:28:18.486Z,14.0,12.505747126436782,100.55456,13.87383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตวังทองหลาง,ฝ่ายเทศกิจ เขตวังทองหลาง,ฝ่ายรักษาความสะอาดฯ เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-08-20T05:30:03.702Z,13.0,12.505747126436782,100.62211,13.79689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตดินแดง,ฝ่ายเทศกิจ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T05:30:34.572Z,21.0,12.505747126436782,100.56025,13.77197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตวังทองหลาง,ฝ่ายเทศกิจ เขตวังทองหลาง,ฝ่ายรักษาความสะอาดฯ เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-08-20T05:36:30.647Z,13.0,12.505747126436782,100.62212,13.7969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-08-20T05:51:32.408Z,14.0,12.505747126436782,100.55752,13.86598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",บางขุนเทียน,2022-08-20T05:54:43.540Z,22.0,12.505747126436782,100.45224,13.66807,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,การไฟฟ้านครหลวง เขตสามเสน,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200),การไฟฟ้านครหลวง MEA,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T05:56:18.280Z,21.0,12.505747126436782,100.55802,13.76844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
"เขตธนบุรี,สน.สำเหร่,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 8 (บก.น.8),ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ธนบุรี,2022-08-20T06:04:42.672Z,15.5,12.505747126436782,100.48975,13.71485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตปทุมวัน,ผอ.เขตปทุมวัน (นายอิทธิพล อิงประสาร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ปทุมวัน,2022-08-20T06:09:06.435Z,20.0,12.505747126436782,100.53987,13.74497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"สซทกรรสสญ,เขตพญาไท,การประปานครหลวง กปน. (Metropolitan Waterworks Authority - MWA),สำนักงานประปาสาขาพญาไท สสญ.,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",พญาไท,2022-08-20T06:11:30.575Z,11.5,12.505747126436782,100.54189,13.78809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตดินแดง,สำนักการโยธา กทม.,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T06:33:00.946Z,21.0,12.505747126436782,100.55619,13.76371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตบางกะปิ,ฝ่ายพัฒนาชุมชนฯ เขตบางกะปิ,ฝ่ายรักษาความสะอาดฯ เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T06:48:23.809Z,13.0,12.505747126436782,100.63654,13.76446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หลักสี่,2022-08-20T06:54:54.399Z,14.0,12.505747126436782,100.57754,13.87617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตบางกะปิ,สำนักการโยธา กทม.,ฝ่ายโยธา เขตบางกะปิ,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T06:57:33.801Z,13.0,12.505747126436782,100.61227,13.75318,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตยานนาวา,ฝ่ายเทศกิจ เขตยานนาวา,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-08-20T06:58:15.533Z,20.0,12.505747126436782,100.53246,13.70119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
"เขตบางกะปิ,สน.หัวหมาก,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 4 (บก.น.4),ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T07:13:06.524Z,13.0,12.505747126436782,100.62141,13.75314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตบางกะปิ,สน.หัวหมาก,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 4 (บก.น.4),ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T07:15:35.086Z,13.0,12.505747126436782,100.61239,13.75317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T07:20:00.524Z,21.0,12.505747126436782,100.56406,13.75954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตห้วยขวาง,สำนักการระบายน้ำ กทม.,ฝ่ายโยธา เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-08-20T07:20:08.281Z,10.0,12.505747126436782,100.57435,13.77727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"เขตวังทองหลาง,ฝ่ายเทศกิจ เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",วังทองหลาง,2022-08-20T07:38:55.642Z,13.0,12.505747126436782,100.62101,13.7962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สน.ปทุมวัน,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 6 (บก.น.6),กองบังคับการตำรวจจราจร (บก.จร.),กองกำกับการ 1 (สายตรวจ) กองบังคับการตำรวจจราจร (กก.1 บก.จร.),กองกำกับการ 5 (ตรวจพิสูจน์,สถิติวิจัย) กองบังคับการตำรวจจราจร (กก.5 บก.จร.),งานสายตรวจ 2 กองกำกับการ 1 กองบังคับการตำรวจจราจร (งานสายตรวจ 2 กก.1 บก.จร.),งานตรวจพิสูจน์มลภาวะ กก.5 บก.จร.,งานตรวจพิสูจน์ผู้ขับขี่ กก.5 บก.จร.",ปทุมวัน,2022-08-20T07:52:28.125Z,20.0,12.505747126436782,100.52738,13.7335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
"สน.บุคคโล,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 8 (บก.น.8),กรุงเทพโปร่งใส",ธนบุรี,2022-08-20T08:06:25.335Z,15.5,12.505747126436782,100.4806,13.70832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตธนบุรี,ฝ่ายรักษาความสะอาดฯ เขตธนบุรี,ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ธนบุรี,2022-08-20T08:14:38.635Z,15.5,12.505747126436782,100.48964,13.73468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.,การไฟฟ้านครหลวง เขตยานนาวา,การไฟฟ้านครหลวง MEA",ยานนาวา,2022-08-20T08:46:11.432Z,20.0,12.505747126436782,100.54186,13.7104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตดินแดง,สน.ห้วยขวาง,ฝ่ายเทศกิจ เขตดินแดง,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 1 (บก.น.1),ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T08:58:04.959Z,21.0,12.505747126436782,100.56518,13.76202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"กองโครงการสายอากาศเป็นสายใต้ดิน3 ฝ่ายบริหารโครงการ การไฟฟ้านครหลวง (กคต.3 ฝบค. กฟน.),โครงการพระราม 3 ช่วงสะพานพระราม 9 ถึงเลียบทางพิเศษเฉลิมมหานคร,การไฟฟ้านครหลวง เขตยานนาวา,เขตยานนาวา,การไฟฟ้านครหลวง MEA,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,สำนักการโยธา กทม.",ยานนาวา,2022-08-20T08:59:40.583Z,20.0,12.505747126436782,100.5379,13.67342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"เขตบางนา,กรมทางหลวง",บางนา,2022-08-20T09:10:41.521Z,11.5,12.505747126436782,100.60488,13.66883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตธนบุรี,ฝ่ายเทศกิจ เขตธนบุรี,ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ธนบุรี,2022-08-20T09:14:04.040Z,15.5,12.505747126436782,100.4894,13.71477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตห้วยขวาง,ฝ่ายรักษาความสะอาดฯ เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-08-20T09:22:53.375Z,10.0,12.505747126436782,100.57669,13.79201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตห้วยขวาง,ฝ่ายรายได้ เขตห้วยขวาง,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-08-20T09:24:34.933Z,10.0,12.505747126436782,100.5795,13.77683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตปทุมวัน,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200),การไฟฟ้านครหลวง เขตคลองเตย,การไฟฟ้านครหลวง MEA",ปทุมวัน,2022-08-20T09:31:36.021Z,20.0,12.505747126436782,100.5227,13.73705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตดินแดง,ฝ่ายรักษาความสะอาดฯ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T09:33:59.486Z,21.0,12.505747126436782,100.56865,13.77496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"กองโครงการสายอากาศเป็นสายใต้ดิน2 ฝ่ายบริหารโครงการ การไฟฟ้านครหลวง (กคต.2 ฝบค. กฟน.),เขตดินแดง,การไฟฟ้านครหลวง เขตสามเสน,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,การไฟฟ้านครหลวง MEA",ดินแดง,2022-08-20T09:46:10.450Z,21.0,12.505747126436782,100.57402,13.78449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตบางกะปิ,สน.หัวหมาก,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 4 (บก.น.4),ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บางกะปิ,2022-08-20T09:56:01.098Z,13.0,12.505747126436782,100.62223,13.75328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
"เขตดินแดง,สน.ห้วยขวาง,ฝ่ายเทศกิจ เขตดินแดง,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 1 (บก.น.1),ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T10:01:36.826Z,21.0,12.505747126436782,100.56518,13.76202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตห้วยขวาง,การรถไฟแห่งประเทศไทย",ห้วยขวาง,2022-08-20T10:09:06.589Z,10.0,12.505747126436782,100.5978,13.74297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตยานนาวา,ฝ่ายเทศกิจ เขตยานนาวา,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-08-20T10:10:17.541Z,20.0,12.505747126436782,100.53168,13.69468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตดินแดง,ฝ่ายโยธา เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T10:18:57.866Z,21.0,12.505747126436782,100.55926,13.76367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตห้วยขวาง,สำนักงานคณะกรรมการข้าราชการกรุงเทพมหานคร,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ห้วยขวาง,2022-08-20T10:19:00.192Z,10.0,12.505747126436782,100.58693,13.80058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตยานนาวา,ฝ่ายเทศกิจ เขตยานนาวา,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ยานนาวา,2022-08-20T10:20:25.977Z,20.0,12.505747126436782,100.53243,13.69659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตธนบุรี,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตยานนาวา,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,การไฟฟ้านครหลวง MEA,กองโครงการบ่อพักและท่อร้อยสายใต้ดิน ฝ่ายออกแบบระบบไฟฟ้าและงานวิศวกรรมโยธา การไฟฟ้านครหลวง (กคบ. ฝอบ. กฟน.)",ธนบุรี,2022-08-20T10:23:57.768Z,15.5,12.505747126436782,100.48118,13.70784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตบางขุนเทียน,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,กรมทางหลวง,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักงานวิศวกรรมจราจร สวจ.สจส. กทม.",บางขุนเทียน,2022-08-20T10:25:06.679Z,22.0,12.505747126436782,100.45051,13.62656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตดินแดง,ฝ่ายรักษาความสะอาดฯ เขตดินแดง,ผอ.เขตดินแดง (นายชูชาติ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ดินแดง,2022-08-20T10:37:49.956Z,21.0,12.505747126436782,100.5686,13.77496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตบางนา,กรมทางหลวง,ผอ.เขตบางนา (นางประภัสสร),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",บางนา,2022-08-20T10:41:51.589Z,11.5,12.505747126436782,100.60081,13.65893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
"เขตบางขุนเทียน,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200)",บางขุนเทียน,2022-08-20T10:41:55.154Z,22.0,12.505747126436782,100.44384,13.62683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
"เขตบางนา,สำนักงาน กสทช. (ศูนย์รับแจ้งปัญหา 1200),การไฟฟ้านครหลวง เขตบางนา,การไฟฟ้านครหลวง MEA",บางนา,2022-08-20T10:42:21.553Z,11.5,12.505747126436782,100.60506,13.66924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
